,words,x,y
2443,be,17.472204,4.1732116
2444,opera,13.765433,2.8894095
2445,lilies,14.28585,7.672651
2446,crosier,10.5548115,4.9182854
2447,underpass,9.637284,5.0149503
2448,democritus,12.72769,2.322781
2449,mirrors,16.962475,4.442128
2450,battered,14.135069,3.707921
2451,curiosities,17.167757,4.6353498
2452,noot,16.71583,2.9441247
2453,massys,12.372768,1.9839553
2454,hearth,17.553133,5.08396
2455,wine,14.657524,6.157167
2456,ribbed,13.392115,4.7026873
2457,egypt,10.714839,2.731752
2458,pliers,14.116685,5.496415
2459,slices,14.973717,6.5360885
2460,punta,12.550651,3.8087018
2461,bleyswijk,10.163838,2.9972532
2462,badon,13.378348,4.040605
2463,days,14.846844,3.292157
2464,pepper,15.076905,6.3056426
2465,arrival,16.356628,1.9843912
2466,caravan,16.75706,6.0784507
2467,reijnier,12.305572,6.693487
2468,staalmeesters,15.406881,1.5023068
2469,carolina,10.337089,2.9084802
2470,france,9.840692,2.457773
2471,amersfoort,9.329186,2.9644067
2472,bow,13.616924,5.04476
2473,rainbow,13.009021,4.3766484
2474,happiness,14.464933,2.0155866
2475,château,10.723169,0.54486823
2476,pisces,12.2146435,5.9829364
2477,range,16.864712,4.4107857
2478,ruins,12.252006,4.7822275
2479,bible,14.57897,1.7721541
2480,postmaster,13.515356,1.5373847
2481,wel,15.705266,4.4322047
2482,feathered,13.049404,7.057375
2483,faisan,12.452499,7.536417
2484,tiepolo,16.545551,1.6425359
2485,subject,17.112879,3.7116601
2486,wolf,12.836069,6.842354
2487,associates,15.646055,0.9842384
2488,tulle,13.855435,4.8648534
2489,figure,14.628523,1.5294299
2490,lukes,11.551218,4.750351
2491,seagulls,12.536899,7.443349
2492,popular,16.659481,3.8357935
2493,virginia,10.348606,2.8597648
2494,eggshells,14.2512045,6.437224
2495,tigers,12.640185,6.3287473
2496,jan,15.031906,2.5913076
2497,whip,13.292153,3.3732305
2498,history,17.205526,4.4195743
2499,attracts,16.835197,4.1139703
2500,swamp,10.987568,4.8864017
2501,archduke,11.568228,4.7439423
2502,monks,13.388441,0.9103603
2503,doorway,11.68868,4.8813157
2504,p5,14.008179,3.026964
2505,hens,13.282286,4.970937
2506,likeness,17.512716,4.055894
2507,ram,12.410074,6.3451023
2508,fantasy,18.092299,5.061486
2509,sultan,12.739841,1.4674853
2510,polish,10.566625,2.5861356
2511,jalal,13.603071,4.999437
2512,tea,15.042242,6.1058493
2513,milkmaids,12.78184,0.65879136
2514,notre,15.053011,3.4647055
2515,possessions,14.722371,2.5844307
2516,pose,14.761071,4.6374493
2517,doing,14.680496,2.5949528
2518,hauls,13.968045,5.3776994
2519,barracks,12.722372,4.707905
2520,bites,14.037899,5.6447635
2521,fishing,12.029764,5.9002247
2522,soestdijk,10.095491,3.6127665
2523,down,17.26388,5.399286
2524,sloops,13.465936,5.372662
2525,monstrosities,13.202606,4.3282237
2526,shepherdess,12.129735,6.3157344
2527,dordrecht,10.022285,3.006402
2528,trunk,16.78333,5.4274607
2529,burroughs,13.360319,4.976821
2530,duke,12.64942,1.1517813
2531,panel,16.212032,3.5509717
2532,apostles,13.6140785,0.56243247
2533,ridge,12.431617,4.4583087
2534,luggage,15.117558,5.0241294
2535,drawings,17.792906,3.2442982
2536,rows,17.50705,4.9028163
2537,trying,14.632241,3.0040092
2538,egg,14.746199,6.557678
2539,warrior,13.720394,1.4114141
2540,commerce,16.201359,3.26591
2541,photograph,17.755125,3.7208579
2542,chapel,13.725463,-0.090121694
2543,plant,14.019927,7.2714996
2544,balcony,11.960304,5.022627
2545,pomponne,14.413781,7.5877085
2546,savoy,12.00923,3.4544969
2547,medlars,12.76176,2.4245996
2548,provincial,10.346932,2.8420167
2549,spectacle,12.788044,3.298042
2550,haven,11.4363,5.6438828
2551,way,14.954498,3.356621
2552,armed,13.91183,4.5590453
2553,crab,13.240692,6.2965727
2554,rectangle,16.447891,3.3645582
2555,baby,14.01432,3.4037573
2556,antiquity,17.272308,4.6994677
2557,cassowary,16.015215,4.452295
2558,enjoy,17.97423,5.191292
2559,mars,12.323464,3.1719253
2560,anchor,11.571438,5.479061
2561,garter,11.512278,5.7199244
2562,giamberti,12.104212,2.7018754
2563,october,14.245014,2.8571627
2564,braam,13.800365,3.8173327
2565,deathbed,15.187078,4.8222938
2566,pomona,13.29862,2.1225123
2567,cap,13.755032,4.3402567
2568,virgins,13.484742,0.616045
2569,mye,15.877742,-0.0031536878
2570,emergency,14.526914,3.0295744
2571,upper,14.706588,3.3731198
2572,rages,13.474689,5.367245
2573,sword,13.77918,5.7894125
2574,sea,10.466944,4.3211565
2575,hartigsvelt,12.135234,4.0255795
2576,messengers,15.265408,1.2507192
2577,zeeland,10.164727,2.9865746
2578,abducted,14.205739,2.5712268
2579,hugo,13.080661,2.8084364
2580,scotts,10.675211,2.9383981
2581,breastplate,14.53072,4.3607783
2582,maidservants,12.793127,0.6379871
2583,1595/96,17.2568,4.657591
2584,feather,13.082132,7.0278273
2585,masks,13.995306,4.3411846
2586,foxes,12.792727,6.790538
2587,rings,14.037107,4.696134
2588,cybele,10.920083,2.9023373
2589,jeremias,11.201362,2.253588
2590,samson,13.071844,1.8258587
2591,yellow,15.40453,7.0832057
2592,cecilia,12.135316,0.7820313
2593,willow,13.923784,7.0587034
2594,vertumnus,14.348408,2.018836
2595,thrown,15.962291,2.6048164
2596,wellington,10.188483,3.0543604
2597,wades,10.542799,3.811876
2598,meat,14.5856085,6.4887652
2599,is,16.186638,6.051043
2600,drie,14.782014,1.9371972
2601,nile,10.60031,3.2057865
2602,shooters,15.006599,1.0786476
2603,skirt,14.837988,1.4496646
2604,jerusalem,11.061378,2.0377014
2605,extends,16.952044,4.3405437
2606,corner,12.429556,4.1458173
2607,tools,16.091131,3.5317357
2608,inspired,14.419565,2.1196818
2609,enemy,13.548797,2.3298917
2610,horses,11.658334,6.7732143
2611,apprentice,13.295888,2.0024693
2612,november,16.148727,3.9797084
2613,designer,16.477268,3.7760086
2614,strolls,14.359487,3.5619483
2615,rowing,10.426643,4.9718513
2616,ladies,12.792175,0.5889713
2617,rises,14.288339,2.9465864
2618,february,16.294945,3.8349097
2619,herds,12.111788,6.3107996
2620,martinus,14.721654,5.9458694
2621,drafts,17.355318,4.523539
2622,inscription,17.48993,3.8050234
2623,sir,13.302884,2.1816583
2624,facing,14.406774,1.916879
2625,cockatoos,12.629964,7.4691467
2626,owl,12.697858,7.023658
2627,lurking,14.331423,3.702275
2628,farmers,10.988939,5.506681
2629,writer,16.591837,2.2577477
2630,shown,15.957253,2.4086607
2631,rearing,14.611169,3.7553759
2632,ridden,13.268712,1.1721128
2633,giuliano,11.991293,2.6034076
2634,located,16.738794,4.220917
2635,bull,12.301654,6.561519
2636,18th,17.365,4.7382197
2637,pharaohs,11.013752,2.8023574
2638,donkey,11.914382,6.710839
2639,different,16.932001,4.028798
2640,admiralty,13.344221,1.6378263
2641,insignia,15.842175,3.0515316
2642,lyre,17.39024,2.2017508
2643,drive,17.01653,5.7857046
2644,poets,16.775003,1.9307282
2645,frans,10.056315,2.5765798
2646,photo,17.738611,3.8747542
2647,windmills,13.073824,5.1471243
2648,vast,13.818041,3.451785
2649,surrender,15.29779,3.297154
2650,vespasian,11.698173,6.5760007
2651,douairière,13.172612,0.75201994
2652,graze,11.053913,5.5882893
2653,indicate,18.215332,4.6363535
2654,torn,11.997973,4.891039
2655,accompanied,16.095285,4.6728354
2656,friedrich,12.386578,2.125628
2657,staphorst,12.158943,4.731457
2658,amsterdam,8.813619,2.89034
2659,leicester,10.063676,3.0483203
2660,tivoli,12.460107,3.5096655
2661,mourning,15.906194,4.471894
2662,bulb,12.745174,5.2228756
2663,square,11.374621,3.710991
2664,sometimes,14.441548,2.3360395
2665,string,17.142687,2.4941783
2666,jacobsdr,11.595227,1.2049521
2667,woolen,14.099272,4.6792626
2668,brielle,13.477214,3.9399152
2669,lion,12.55951,6.3615065
2670,vesta,13.947584,3.972542
2671,bethune,14.324626,3.9246025
2672,baden,11.095343,4.576117
2673,modello,14.871221,3.0537305
2674,javanese,10.630893,2.6632924
2675,august,16.392027,4.162743
2676,pied,13.693433,5.007974
2677,warships,10.290192,4.952298
2678,chancellery,13.712648,-0.09506508
2679,stage,16.68276,2.6002378
2680,robert,12.661795,2.1444967
2681,writing,16.682987,2.7619836
2682,cooler,15.859591,5.369689
2683,departure,15.830887,4.553493
2684,veere,13.295166,4.8665886
2685,uppink,13.463102,3.058056
2686,information,17.323114,3.5214138
2687,invited,15.906838,3.4392738
2688,crossing,13.793546,1.1697958
2689,sister,12.750696,0.8470711
2690,gets,16.008387,4.360781
2691,teacher,16.271948,2.1351519
2692,pagès,11.959755,5.752172
2693,valve,14.225222,5.2725863
2694,imhoff,11.931876,3.5836623
2695,dining,15.696896,5.9262333
2696,slope,11.822027,3.9976792
2697,stronghold,15.461474,4.052651
2698,ranges,17.20202,4.6099324
2699,ewijck,16.224833,4.8414726
2700,eynde,17.19287,5.4579687
2701,sarah,12.177775,0.8011055
2702,wallpaper,17.183802,4.0346475
2703,trunks,14.804438,5.194773
2704,binnen,16.291014,6.533058
2705,barbara,12.433352,3.271503
2706,saber,14.587262,2.5042503
2707,rolling,14.791511,4.035624
2708,officials,15.562329,0.9531841
2709,below,16.79047,5.1002655
2710,elterberg,9.756657,4.057349
2711,fish,12.179827,5.927166
2712,turbulent,17.492085,5.0189786
2713,bertha,13.992347,3.56234
2714,haskenhoff,12.566318,2.3436043
2715,ax,16.99721,4.7944503
2716,leg,14.521848,4.5931005
2717,coin,15.278299,3.9856873
2718,game,15.309942,2.4235837
2719,wool,14.046731,4.6175785
2720,chicken,12.64365,7.3444037
2721,negotiations,15.063513,2.3090284
2722,padua,16.010126,5.1905875
2723,ramawahat,15.544331,4.047063
2724,sick,13.580951,3.0803046
2725,truth,14.298316,2.0138767
2726,haarlem,10.074467,3.0239112
2727,reyniersz,16.445553,4.7726135
2728,sod,14.895001,5.719184
2729,russia,9.872325,2.772192
2730,mezzotint,14.662338,4.5854096
2731,lucas,14.089459,5.452326
2732,boiling,15.29124,6.2773223
2733,superior,13.7669525,3.3071437
2734,rod,15.471504,4.492738
2735,nets,14.356403,5.123174
2736,occupied,15.05015,3.2490196
2737,tabernacle,13.755634,-0.04313403
2738,monumental,14.679398,0.4963437
2739,sleds,14.038496,5.153521
2740,vine,14.469963,6.4450436
2741,blind,14.589408,4.1392913
2742,escort,17.8112,5.0137196
2743,franciscans,13.35902,0.85805434
2744,saluted,14.463766,1.7985103
2745,cage,13.345046,5.4638357
2746,simple,17.344124,3.8433533
2747,point,14.791769,4.2488985
2748,cat,12.931604,6.384315
2749,brought,16.581982,3.0404947
2750,plates,15.475341,6.395756
2751,swaddled,13.892372,2.896389
2752,called,17.982151,4.907449
2753,back,17.277353,5.3708687
2754,bedchamber,15.626813,5.4999075
2755,tone,16.998552,4.5706058
2756,perhaps,14.751219,2.9928823
2757,allah,11.82943,1.7658622
2758,grotesque,15.11171,3.4557478
2759,moors,11.095528,3.8468359
2760,also,16.039576,3.1176777
2761,hebrew,11.164296,1.9312013
2762,charts,17.326044,3.7626097
2763,quot,17.918573,4.799268
2764,poison,16.65802,5.4350142
2765,farce,13.953012,2.540978
2766,unclear,17.709385,4.661743
2767,brussels,9.156146,2.7981324
2768,church,13.70243,-0.04321683
2769,list,13.786117,7.034658
2770,fifteen,14.095784,2.2760696
2771,baptizing,13.8351145,0.4587512
2772,to,16.388323,4.819701
2773,graceful,13.345477,1.9764982
2774,ik,13.948021,1.8244812
2775,jewish,11.165408,1.9364703
2776,spring,17.087557,5.4435983
2777,got,13.409645,2.870371
2778,sebastiano,11.86157,2.5173743
2779,colonel,13.3672085,1.5744672
2780,cupboard,15.604407,5.1189713
2781,based,16.08673,4.4853945
2782,organ,17.248175,2.397567
2783,lovers,16.861057,4.4536104
2784,doves,12.601926,7.4591966
2785,wheel,14.911123,4.9967823
2786,trasimeno,14.894247,3.6365552
2787,attributes,17.671799,4.4056225
2788,mayor,12.9959755,1.7259412
2789,blanket,15.093594,4.906229
2790,regents,13.594797,1.6951447
2791,ankara,10.331977,2.4865372
2792,matthew,12.460198,1.6798345
2793,flower,14.408033,7.7895346
2794,warriors,14.561338,1.0189918
2795,bearded,13.600611,4.13371
2796,playwright,16.705967,1.969827
2797,arnoldus,12.469763,2.1312268
2798,apollos,12.528031,2.4583056
2799,carries,16.83713,4.796201
2800,bend,15.740952,0.6817657
2801,china,10.552238,2.769179
2802,alchemy,15.215819,3.4207146
2803,regarded,15.651213,2.2251036
2804,bergsma,9.751228,4.0496154
2805,zijds,12.973732,3.760178
2806,entered,17.553425,4.311271
2807,smoldering,14.553277,4.0401707
2808,mountains,9.744861,4.0506616
2809,rodolphe,12.319222,6.708192
2810,mystical,15.366662,3.4018333
2811,dethroned,13.714988,2.5726013
2812,donders,14.063517,5.7831707
2813,puttkammer,12.52996,4.1703677
2814,landlady,12.745749,0.87786865
2815,valkhof,11.955765,3.8374538
2816,toga,15.86819,4.507922
2817,hindriks,11.053374,2.5494826
2818,knight,13.238999,1.1828012
2819,find,14.772274,3.4272623
2820,oversee,11.827297,4.431321
2821,fortuna,14.110113,2.6433668
2822,relieve,16.61763,3.6482823
2823,shoot,13.530115,2.800683
2824,crommelin,15.905552,4.9225674
2825,g,15.748805,3.1742585
2826,copies,16.807156,4.278384
2827,flora,14.421914,7.8472753
2828,held,13.216776,1.8073348
2829,towpath,16.51836,5.468857
2830,drawn,17.773,3.4479373
2831,vicinity,17.466808,5.1374044
2832,symbol,15.995366,3.0596557
2833,contemplative,13.92221,1.0317444
2834,perform,16.97409,1.7586267
2835,appointment,17.839943,4.0089717
2836,rudolf,12.342204,6.7112045
2837,idolatry,15.408877,3.3817978
2838,named,17.178465,3.6906552
2839,pad,11.457995,3.8094692
2840,christina,13.551796,0.6630899
2841,trap,12.335424,4.965453
2842,depth,16.639896,4.6173477
2843,ramparts,15.770667,4.327401
2844,tuchthuis,11.428432,4.4560957
2845,latin,16.038126,4.2151146
2846,fungus,13.573779,6.2591667
2847,cooperage,17.28395,4.179248
2848,children,14.817901,1.2638665
2849,roosters,12.614904,7.3749
2850,zeeman,13.309787,1.5724313
2851,bookseller,16.48461,2.53644
2852,lessons,15.257367,2.2697692
2853,stork,12.5801325,7.222681
2854,rising,14.552045,3.6671355
2855,inv,17.08245,3.581176
2856,cerealis,11.254255,5.8799915
2857,plain,17.546207,4.131574
2858,grieving,13.708621,3.4135582
2859,bodice,13.911551,4.8358
2860,floats,10.54775,4.899584
2861,bestowed,14.046735,2.6335487
2862,coins,15.090633,4.266637
2863,entourage,15.452027,0.8396348
2864,helmet,13.739132,4.3292623
2865,substrate,15.71782,3.9468813
2866,herengracht,11.354235,3.6567175
2867,widow,12.608391,0.8136612
2868,scarf,14.648567,4.7733617
2869,seated,16.995907,5.384316
2870,frederica,10.995709,2.7478511
2871,albanian,10.313439,2.2804813
2872,how,14.8750725,3.2850845
2873,bucket,14.968437,5.9417477
2874,year,15.060423,2.5888355
2875,commissioned,16.41272,3.2535553
2876,boar,12.450849,6.476266
2877,listening,14.952533,2.7053626
2878,stretched,14.348743,3.908137
2879,balinese,10.653961,2.6855934
2880,arend,12.719303,7.1009145
2881,jacobmina,12.206418,0.96364003
2882,box,15.896321,4.8349137
2883,plumed,13.318736,5.402313
2884,gerardus,13.142566,4.400491
2885,beret,13.416441,3.9408524
2886,memory,15.436483,2.1367116
2887,sofa,15.805461,5.3280416
2888,theatre,16.623846,2.491432
2889,hoef,13.642216,5.0503216
2890,plenipotentiary,15.842801,3.9662755
2891,fires,13.035493,5.1732373
2892,oil,17.898409,4.9344015
2893,cityscape,10.894518,3.5603416
2894,garb,14.833783,1.3733802
2895,menagerie,15.592564,4.284334
2896,shoulders,13.818135,4.5914254
2897,coup,13.700839,2.615073
2898,gunmen,13.750307,1.8121388
2899,beggars,13.429131,5.3148284
2900,surgeon,16.521786,3.647816
2901,loups,12.842565,6.801752
2902,pigeon,12.586721,7.4709992
2903,nephew,13.6000185,1.5913494
2904,abraham,11.7624235,1.8963634
2905,protagonists,15.357925,1.0977489
2906,curtain,15.2988205,4.9355984
2907,concorde,12.384946,3.0865877
2908,sees,16.304708,6.5230474
2909,justinians,11.983698,1.3027029
2910,roelof,13.639201,2.757529
2911,petrus,16.161314,5.2008543
2912,stylized,17.245995,3.8560045
2913,margarita,14.635548,6.139901
2914,screw,13.947939,5.081678
2915,camperveerse,12.123558,4.622175
2916,donkeys,11.908718,6.7004323
2917,diptych,12.836017,2.6279826
2918,sores,13.499744,3.7122602
2919,formal,15.015767,4.0677075
2920,wooden,14.0177555,6.1246285
2921,moat,10.821472,4.303468
2922,child,16.974142,2.2219417
2923,grapes,14.462101,6.6893725
2924,raging,13.768993,3.1066415
2925,katharine,13.66221,0.55796313
2926,chats,15.106118,3.4353926
2927,innocentia,10.616835,2.619314
2928,cebetis,15.029724,4.811034
2929,opened,17.174028,4.4895225
2930,pallandt,14.789231,4.538977
2931,honselaarsdijk,10.016105,3.5101511
2932,growls,13.617065,3.0463974
2933,college,15.6436,2.9088428
2934,strawberries,14.499104,7.089997
2935,trio,14.859847,1.8029658
2936,leper,12.797082,6.642461
2937,dotted,15.738416,4.4459677
2938,shield,15.396183,3.2317178
2939,overturned,13.930492,3.0059717
2940,dekkersduin,10.341689,4.2572956
2941,victoria,13.954871,2.0188396
2942,peters,13.717939,5.2780232
2943,waterfalls,11.043822,4.5875053
2944,douze,14.205113,2.181341
2945,mountainous,9.926966,4.0449653
2946,farmlands,10.998941,5.516924
2947,crooswijk,10.900665,3.5347254
2948,palette,15.963989,4.1605186
2949,childs,14.800372,1.4237919
2950,martyrdom,13.817859,0.7949072
2951,lesson,15.700713,2.172786
2952,navy,10.302883,4.9406986
2953,europe,10.122744,2.7246616
2954,addition,17.394184,4.521667
2955,erckenbout,14.312102,4.6211677
2956,interpreted,16.17201,2.3907175
2957,crowd,16.10906,1.03779
2958,head,13.784331,4.134219
2959,recovery,14.282307,2.2990115
2960,document,18.175558,4.385456
2961,pierre,14.5227165,5.620636
2962,staff,15.604283,0.84020203
2963,donor,16.078686,3.450546
2964,eichelberg,9.2148,2.791008
2965,française,9.949528,2.5255713
2966,crest,15.780151,3.0595837
2967,industrial,16.807281,3.9718273
2968,presented,15.92283,3.9323533
2969,mathematician,16.331734,3.055193
2970,occasion,16.761347,1.9795384
2971,everhard,13.293127,2.374513
2972,empties,17.287987,5.3672023
2973,cort,16.205135,1.7739736
2974,wounded,14.320808,3.42487
2975,flaming,13.005495,5.212421
2976,paulus,12.840518,1.8975276
2977,handelsblad,15.734775,2.787684
2978,envoy,13.526767,1.6515827
2979,blonde,14.507072,4.484769
2980,gloves,14.143612,4.5812297
2981,jewelry,14.117704,4.7887383
2982,repetitions,15.415075,2.4354987
2983,grasshopper,13.329476,6.2009206
2984,rifles,13.883568,5.539327
2985,trot,13.263196,2.9424646
2986,persons,14.335787,0.9262914
2987,clara,14.869232,4.6446643
2988,distribution,17.191967,4.210957
2989,machines,14.94645,2.714275
2990,zuychem,16.5481,5.135703
2991,like,17.293623,5.2381477
2992,a.,17.190962,3.5036612
2993,brim,11.850934,3.8265922
2994,günther,15.968177,4.392979
2995,slands,14.077979,5.458034
2996,ja,17.549831,3.9231906
2997,addresses,17.238316,4.125161
2998,bleachers,15.46213,1.1541275
2999,trance,13.687807,2.1810405
3000,gustaaf,12.299207,2.5234456
3001,adonis,11.950277,2.268337
3002,contest,15.175809,2.3391325
3003,lutheran,13.573235,0.6470508
3004,telescope,14.17467,4.9698853
3005,masquerade,14.043148,4.3419967
3006,bos,13.686827,7.209763
3007,tractate,15.441331,3.8447843
3008,still,16.693325,3.40682
3009,poet,16.55606,1.9970062
3010,coronation,13.026067,1.3117003
3011,facade,11.596026,5.077522
3012,regalia,14.19247,2.8325443
3013,festoons,14.778072,5.7796717
3014,stop,17.575024,4.4510508
3015,oath,14.309216,1.8261691
3016,teylingen,13.78242,2.893234
3017,dressing,15.684313,5.510715
3018,constantijn,10.745884,2.5777588
3019,reunites,13.599796,1.9980239
3020,shadows,14.052523,5.206577
3021,dagger,13.813834,5.717808
3022,kettle,14.932694,5.7858768
3023,rice,11.894716,5.8515935
3024,churches,13.687005,-0.019412272
3025,pauwentuin,12.378344,7.6148157
3026,maetsuyker,14.889256,6.1904783
3027,collot,13.567081,4.283399
3028,scribes,16.894186,2.2413268
3029,quail,12.657589,7.1576877
3030,guillaume,12.263017,2.5580928
3031,murder,14.74117,3.0696795
3032,rocks,14.529997,5.597587
3033,üçanbarli,17.000076,3.7984068
3034,setting,17.05795,3.6911993
3035,lined,15.473485,2.8547845
3036,banker,11.273141,4.054438
3037,divider,15.241677,3.6869457
3038,joy,17.389874,5.237791
3039,visit,15.444008,3.4688659
3040,walter,12.907719,2.168645
3041,came,15.827385,4.332302
3042,tuning,16.7494,5.8031034
3043,shares,17.643642,4.9733343
3044,squirrel,12.847678,6.6424294
3045,preceded,16.185452,2.9005554
3046,fungi,13.578714,6.2842765
3047,inserted,17.378838,4.1703963
3048,cabinet,15.808645,5.0432816
3049,mountain,9.766539,4.045298
3050,guilliaam,12.397142,2.7488134
3051,calvin,12.590634,2.196674
3052,turkish,10.399944,2.4845467
3053,punishes,13.797883,2.1911829
3054,tischbein,15.657912,5.751224
3055,bochoven,12.435678,3.1771693
3056,puddle,11.094675,4.695544
3057,thunderbolt,15.631543,2.6009176
3058,overview,15.802732,3.6823864
3059,dockters,14.627089,1.3113899
3060,barks,13.294687,4.908633
3061,ambassador,13.929063,1.4940013
3062,lower,16.528908,4.681917
3063,oude,15.551341,4.2418036
3064,blowing,14.388868,3.585313
3065,hoopoe,13.126202,3.4788654
3066,allegorical,11.824014,2.4257512
3067,graswinckel,11.179124,5.8262157
3068,column,12.057104,5.195117
3069,bilderdijk,9.803673,3.334523
3070,kalverstraat,11.389017,3.7349756
3071,tin,14.877013,5.6905828
3072,comb,13.935531,4.73673
3073,entablatures,16.378178,3.6605208
3074,bouillon,15.288729,6.336914
3075,collections,16.0624,3.8133883
3076,leidecker,14.754943,4.442283
3077,steals,13.978267,1.5667645
3078,groups,15.642591,0.8793569
3079,cannon,13.958531,5.4106326
3080,river,10.744184,4.297682
3081,bastions,12.312672,4.5684214
3082,displayed,16.764303,3.034188
3083,books,16.52876,2.6685312
3084,weeping,13.681647,3.4250743
3085,panels,16.411457,3.8524075
3086,bystanders,15.435556,1.1081289
3087,ruin,12.243775,4.7659874
3088,castel,10.717008,0.54308647
3089,spends,16.75843,4.1075406
3090,playmate,13.561044,2.0981646
3091,onions,14.48107,6.8847446
3092,vries,13.134073,3.6407208
3093,steeply,17.213476,5.418965
3094,fell,11.020023,4.548019
3095,tobacco,13.293114,5.315512
3096,life,14.541668,3.6004624
3097,draftsman,15.551821,2.1135194
3098,swan,12.493345,7.2406225
3099,shirt,14.443233,1.4853274
3100,consultant,16.837938,3.2384377
3101,claudius,12.413726,2.480547
3102,banquet,15.690365,6.2135115
3103,holland,8.883423,2.8910146
3104,goblet,14.972669,5.9494133
3105,venice,10.272818,2.824601
3106,fleets,10.382271,4.8936777
3107,tmolus,13.076241,2.6850932
3108,aphrodite,11.74297,2.3241477
3109,long,15.222076,4.2817364
3110,happy,14.553439,2.036476
3111,twelfth,15.225956,3.482277
3112,leader,13.651322,1.6835108
3113,porcelain,15.218013,5.9564204
3114,goddesses,12.879608,0.72658557
3115,dinghies,14.101371,5.745075
3116,knife,13.829586,5.704415
3117,lucano,12.94422,3.5427291
3118,stoockhuys,11.634183,4.3580294
3119,job,15.4225235,2.3057253
3120,episode,15.5464945,2.5844142
3121,velsen,12.8751545,3.2183402
3122,winter,16.132915,6.1704917
3123,cattle,12.0620365,6.4746103
3124,rhythm,17.098543,2.545969
3125,march,15.540969,1.9075974
3126,malacca,10.522086,2.6725612
3127,neighborhood,10.928701,3.5398898
3128,mercurys,10.687839,4.4587903
3129,purse,15.02653,5.157807
3130,fraser,15.105861,2.3247428
3131,cucumber,14.495813,6.9911513
3132,scholar,16.900234,2.235825
3133,partying,15.623521,1.7019821
3134,prison,15.305067,0.88193405
3135,tents,11.998509,4.6252465
3136,arco,11.546197,4.7520895
3137,berlin,9.124289,2.7934878
3138,buyer,16.323795,4.5426445
3139,piano,17.224823,2.384617
3140,satyr,13.389587,2.4202895
3141,resemble,14.583158,2.4164922
3142,release,17.481512,4.1384697
3143,whirled,14.260767,4.2148457
3144,arranges,17.458021,5.092664
3145,diemen,13.940729,5.486623
3146,worn,17.501568,5.1602683
3147,proclamation,14.542705,1.8083824
3148,crack,13.28249,3.1194851
3149,boijmans,12.41172,2.3255804
3150,spied,13.944856,3.4156811
3151,rotgans,12.497259,7.357717
3152,drinking,15.128371,5.8581724
3153,pulls,14.269308,5.222794
3154,clouds,12.817082,4.770328
3155,ernst,14.272128,2.3453493
3156,outstretched,14.285029,4.025278
3157,whale,12.5526285,5.9296184
3158,directors,16.711926,1.782044
3159,ceters,13.30178,5.3163447
3160,generals,15.096804,0.87936884
3161,behind,16.377016,5.0321536
3162,brunswijk,9.546666,2.8896942
3163,sail,10.349207,4.944416
3164,grain,11.295303,5.8242373
3165,jacoba,12.964695,5.775991
3166,originally,14.296633,2.7269099
3167,protruding,14.632226,2.565192
3168,calibrated,15.041926,3.4868937
3169,randenbroek,13.893628,4.8227677
3170,lems,12.582095,3.023795
3171,seat,15.785425,5.1802516
3172,dated,15.532996,3.2715611
3173,such,14.906269,5.360877
3174,catches,16.515995,1.6148871
3175,lock,14.110791,5.179987
3176,fisherwoman,11.971081,5.867173
3177,searches,17.656157,4.0485735
3178,customer,16.768875,2.7805665
3179,valley,11.311657,4.292583
3180,advanced,17.194233,4.1802483
3181,riemsdijk,9.971819,3.5021558
3182,powers,14.685432,3.4339302
3183,taken,15.760547,4.205478
3184,man,14.336357,1.1565714
3185,atlas,12.334012,2.8091962
3186,rock,13.257625,3.1644275
3187,hoops,13.144187,3.5991938
3188,eye,13.76688,3.939202
3189,breda,13.284555,4.0391483
3190,gouda,15.455794,7.069563
3191,ihs,14.236039,2.7473128
3192,matthijs,12.443521,1.7141075
3193,backer,16.761745,4.9460917
3194,forehead,13.590705,3.973804
3195,yoke,13.105621,3.1254108
3196,nausikaä,13.719449,6.3772173
3197,garland,14.415337,5.388604
3198,alexander,11.721684,2.2619565
3199,bitter,14.035801,3.592405
3200,soolmans,11.8411455,1.7188022
3201,dresser,15.5611,5.075799
3202,wassenaar,15.991977,2.6783452
3203,elmina,13.134763,2.1570432
3204,heraldic,15.798215,3.1704924
3205,shook,13.313839,2.9602728
3206,sits,15.761659,4.6344786
3207,swinging,14.62077,3.8703792
3208,newspaper,15.735719,2.7718205
3209,together,15.62392,0.9236438
3210,counselor,16.307789,2.225403
3211,rochussen,13.101929,3.3843791
3212,dice,16.485405,4.089313
3213,nymph,12.922995,2.536797
3214,arrows,14.063842,5.4862313
3215,checkers,16.959808,4.7244864
3216,cramped,14.023384,3.2992754
3217,royer,12.766859,3.1499152
3218,batailhy,11.911102,3.9400332
3219,alewijn,12.76006,2.1932647
3220,hoorn,13.22669,5.419767
3221,valckenburgh,9.227765,2.7644575
3222,troops,14.875694,0.63090724
3223,hardinxveld,11.143511,5.596054
3224,sit,14.04744,3.4636016
3225,potsdam,9.222687,2.8096826
3226,color,17.876692,4.817793
3227,cogni,13.684302,3.5215418
3228,studio,15.856586,2.7220461
3229,represents,16.153421,3.0659676
3230,marigolds,14.31139,7.540569
3231,bronckorst,14.913278,0.56775635
3232,well,14.828536,5.2659583
3233,rendorp,13.971694,3.0855415
3234,anchored,10.560397,4.9499207
3235,cloth,15.067061,4.915907
3236,including,17.850864,4.6272397
3237,brides,12.947219,0.58540154
